"Date","Time","R_or_D","screen_name","text","Before_or_After","hashtags","Nominate_dim1","total_victims","Before_or_After_Shooting","case","race","mentions_terror","Shooting_related_terrorism"
"7/26/13",06:00:00,"R","SaxbyChambliss","People across America are very concerned that WH still has no plan for these hard-core terrorists if efforts to close Gitmo are successful.",,,,,"After","General-Guantanamo",,1,0
"7/26/13",06:00:00,"R","SaxbyChambliss","w recidivism rate at 28%, no detainee should be transferred unless we're confident he will be monitored and can't renew terrorist ties.",,,,,"After","General-Guantanamo",,1,0
"7/5/16",15:36:45,"R","Jim_Jordan","Reps. Babin and Meadows: To fight terror we must begin by securing our homeland - Fox News - https://t.co/nHSkMvf7qC","Before",,0.707,,"Before","General",,1,0
"7/5/16",15:50:31,"R","RepDaveBrat","Good piece by my @freedomcaucus colleagues @RepBrianBabin &amp; @RepMarkMeadows on securing the Homeland to fight terror https://t.co/2K1qsFrwZg","Before",,0.83,,"Before","General",,1,0
"7/5/16",16:49:40,"R","RepScottRigell","Humbling. Thx @daily_press for supporting #TerroristFirearmsPrevention Act. https://t.co/Q98WGArxlZ","Before","TerroristFirearmsPrevention",0.405,,"Before","General",,1,0
"7/5/16",17:12:21,"R","RepDLamborn","Always a pleasure to join @securefreedom radio. We discussed terrorism and #GITMO issues Listen here: https://t.co/i5Bx5CkBAy","Before","GITMO",0.69,,"Before","General-Guantanamo",,1,0
"7/5/16",22:26:11,"R","RepDanDonovan","This week, the House takes action on fighting terrorism at home and abroad to keep Americans safe.","Before",,0.224,,"Before","General",,1,0
"7/5/16",22:37:42,"R","RepMcCaul","Let's call our enemy what it is: radical Islamist terrorism. New @GOPLeader bill forces admin to do exactly that: https://t.co/fjJ9reMdb1","Before",,0.449,,"Before","General-Islamic",,1,0
"7/7/16",14:50:16,"R","RepEdRoyce","VIDEO: My opening statement at today's @HouseForeign hearing on Admin's reckless release of terrorists from #Gitmo - https://t.co/Gzxk4KsGVW","After","Gitmo",0.661,16,"After","General-Guantanamo",,1,0
"7/7/16",17:00:56,"D","TimRyan",".@politico we're talking about preventing suspected terrorists from purchasing guns. It shouldn't be a difficult decision. #NoFlyNoBuy","After","NoFlyNoBuy",-0.404,16,"After","General",,1,0
"7/7/16",17:03:48,"R","RepEdRoyce","Attended @FinancialCmte hearing on US aircraft sales to Iran. Witnesses confirmed: Iran Air facilitates terrorism - https://t.co/nZOZhvJRMB","After",,0.661,16,"After","General-Iran",,1,0
"7/7/16",17:05:52,"R","RepJoeWilson",".@HouseForeign met to discuss the reckless release of #Gitmo terrorists. Spoke w/ @Raffiwilliams on this topic https://t.co/yN1Y5tfkff","After","Gitmo",0.547,16,"After","General-Guantanamo",,1,0
"7/7/16",17:19:43,"R","JerryMoran","Released #GITMO detainee whereabouts unknown as @Rio2016 #Olympics approach—detained terrorists must remain at GITMO https://t.co/aUjPsldXk8",,,,,"After","General-Guantanamo",,1,0
"7/7/16",17:27:04,"R","RepMikeRogers","I have said it before but intel sharing is going to be key to defeating terrorism around the globe: https://t.co/hbQZRQXjZP","After",,0.4,16,"After","General",,1,0
"7/7/16",18:36:30,"D","RepSteveIsrael",".@HouseGOP infighting has gotten so bad they can't even agree that we need to do more to protect Americans from terrorism #DoYourJob","After","DoYourJob",-0.334,16,"After","General",,1,0
"7/7/16",19:49:21,"D","RepLawrence","FACT: @HouseGOP have refused to keep guns out of the hands of suspected terrorists 19 times! RT to tell them: #enough; #DisarmHate!","After","enough DisarmHate",-0.437,16,"After","General",,1,0
"7/7/16",19:54:15,"R","RepWalorski","I spoke on the House floor today about the danger of releasing terrorist detainees from Gitmo. WATCH: https://t.co/PXPILQWerq","After",,0.448,16,"After","General-Guantanamo",,1,0
"7/7/16",21:08:17,"R","RepJoeWilson","Click to watch my questioning in today's hearing with @HouseForeign on the release of #Gitmo terrorists: https://t.co/e7IE5AVkiq","After","Gitmo",0.547,16,"After","General-Guantanamo",,1,0
"7/8/16",01:51:53,"D","RepMarcyKaptur","Today I tried 2 times to force vote on @RepPeterKing's #NoFlyNoBuy bill -- FBI’s terrorist list from buying guns.
 
https://t.co/5Gl2BJ0LcB",,,,,"After","General",,1,0
"7/8/16",06:00:00,"R","SenateMajLdr","At a time when we face an array of terror threats around the globe, we cannot afford to put politics above support for our troops.",,,,,"After","General",,1,0
"9/21/16",11:36:03,"R","JackKingston","Hillary calls millions of Americans deplorable &amp; unredeemable but won't call terrorists radical Isalamic extremists https://t.co/r92PBM4xz5","Before",,0.54,,"Before","General-Islamic",,1,0
"9/21/16",14:33:34,"R","RepRatcliffe","WATCH LIVE as we discuss how to ensure local police are properly equipped to protect our communities in the face of terrorist attacks. https://t.co/xIIxrQtiHB","Before",,0.746,,"Before","General",,1,0
"9/21/16",14:48:27,"D","RepKathleenRice","Happening now: Homeland Security hearing on preventing terrorist attacks in the U.S. Watch it here: https://t.co/ci8csGhg6g","Before",,-0.294,,"Before","General",,1,0
"9/21/16",15:38:39,"R","RepTomMacArthur","Happening now: House Armed Services Committee Hearing on the rise of Islamic terror 15 years after 9/11 #NJ03 #NationalSecurity https://t.co/CW6DthwFFy","Before","NJ03 NationalSecurity",0.208,,"Before","General-Islamic",,1,0
"9/21/16",15:53:09,"R","RepBuddyCarter","Just spoke with @GeorgeColli about @HouseHomeland hearing on preventing terror attacks from a local perspective. https://t.co/YogZC2PqQf","Before",,0.57,,"Before","General",,1,0
"9/21/16",20:36:35,"R","RepTipton","Depriving evil regimes of the ability to fund terrorism should not be a partisan issue. Proud to support @RepPoliquin's #HR5461. https://t.co/WNJpyEpc7O","Before","HR5461",0.454,,"Before","General-Iran",,1,0
"9/21/16",22:28:19,"R","PatrickMcHenry","Proud to vote FOR my friend @RepPoliquin's bill to limit #Iran's financing of terror which just passed. LEARN MORE-&gt; https://t.co/UeFsWMF2RO https://t.co/Eb1ev8KhRz","Before","Iran",0.581,,"Before","General-Iran",,1,0
"9/21/16",22:35:09,"R","RepTomGraves","House just passed legislation to help provide first responders w/ the skills &amp; training to counter terrorist threats https://t.co/bJ3Jf96tvJ","Before",,0.753,,"Before","General",,1,0
"9/21/16",22:53:58,"R","RepGarrett","House passed Community Counterterrorism Preparedness Act to provide additional training for first responders to prepare for terrorism","Before",,0.688,,"Before","General",,1,0
"9/21/16",23:00:47,"R","RepEdRoyce","This Friday, the House will vote on legislation I've authored to prohibit future cash payments to #Iran, the #1 state sponsor of terror. https://t.co/ZSI7Y4kOtp","Before","Iran",0.661,,"Before","General-Iran",,1,0
"9/23/16",00:30:43,"R","RepEdRoyce","Appreciate @RepPoliquin's dedication to national security. He's a consensus building leader. #Iran is the #1 state sponsor of terrorism. https://t.co/87cf6KrnRx","After","Iran",0.661,5,"After","General-Iran",,1,0
"9/23/16",00:34:44,"R","RepEdRoyce","The House will vote on my legislation to stop cash payments to the #1 state sponsor of terrorism, #Iran, tonight. https://t.co/YZtpFkkplE","After","Iran",0.661,5,"After","General-Iran",,1,0
"9/23/16",01:46:29,"R","RepEdRoyce","My legislation to ban cash payments to #Iran, the #1 state sponsor of terrorism, just passed the House: https://t.co/y04d4AtZko","After","Iran",0.661,5,"After","General-Iran",,1,0
"9/23/16",03:12:17,"R","DarrellIssa","The President’s bad deal with Iran was made even worse by a decision to pay ransom to the globe’s number one state sponsor of terror",,,,,"After","General-Iran",,1,0
"9/23/16",06:00:00,"R","SenCoryGardner","I'll continue to work to ensure that the terrorists in GTMO stay in Cuba and out of our backyards. Learn more here: https://t.co/cUvTSozJ9l",,,,,"After","General-Guantanamo",,1,0
"9/23/16",13:35:10,"R","RepJimRenacci","TUNE IN: Speaking with @FrantzRadio now about how Iran, the largest state sponsor of terrorism in the world, isn't going to be getting US $","After",,0.384,5,"After","General-Iran","Other",1,0
"9/23/16",13:39:38,"R","RepWalorski","We don’t negotiate with terrorists because it endangers Americans. Paying ransom to #Iran, a state sponsor of terrorism, is no different.",,,,,"After","General-Iran",,1,0
"9/23/16",13:40:11,"R","RepWalorski","The administration already sent Iran $1.7 billion in cash, and we know at least some of that will be used to fund terrorism.","After",,0.448,5,"After","General-Iran",,1,0
"9/23/16",14:11:47,"R","RepHartzler","My statement on ending cash payments to world's leading state sponsor of terror --&gt; https://t.co/gUmjswl2dx","After",,0.497,5,"After","General-Iran",,1,0
"9/23/16",14:53:46,"R","RepDennisRoss","Proud to join my colleagues on both sides of the isle in prohibiting ransom payments to Iran, the largest state sponsor of terrorism. https://t.co/zfEzPSeDUw","After",,0.533,5,"After","General-Iran",,1,0
"9/23/16",15:06:46,"R","RepBrianBabin","ICYMI: My effort to stop refugee program from terrorist hotbeds was featured on @FoxNews @SpecialReport w/@BretBaier https://t.co/rKdugmS37p","After",,0.713,5,"After","General",,1,0
"9/23/16",17:25:35,"R","RepKenBuck","America does not negotiate with terrorists. #HR5931","After","HR5931",0.747,5,"After","General-Iran",,1,0
"9/23/16",17:26:01,"R","RepKenBuck","Every dollar we give to Iran has the chance to fall into the hands of their terrorist proxies, Hezbollah. #HR5931","After","HR5931",0.747,5,"After","General-Iran",,1,0
"9/23/16",18:54:19,"R","RepAnnWagner","Last night I voted to ensure the US never again makes ransom payments to Iran, the leading state sponsor of terror https://t.co/vRCsJeeCpV","After",,0.471,5,"After","General-Iran",,1,0
"9/24/16",06:00:00,"R","SenateMajLdr",".@SenRubioPress discusses how Americans must not accept terrorist attacks as the new normal. https://t.co/A6qYpciul6 via @ABCNewsRadio",,,,,"After","General",,1,0
"9/24/16",19:00:03,"R","RepFitzpatrick","Despite pleas from 9/11 families, President Obama vetoed the Justice Against Sponsors of Terrorism Act which... https://t.co/bF7hXm8jjk","After",,0.202,,"After","General-Iran",,1,0
"9/24/16",22:00:00,"R","RepJasonSmith","At a time when our country is under a constant threat of terrorism, more must be done to protect our security: https://t.co/3PDLtxLd4r","After",,0.611,,"After","Inside","Other",1,1
"9/25/12",16:12:14,"R","RepPeteKing","Joining with West Babylon based Christian Assn of Nigerian-Americans to designate Boko Haram as Foreign Terrorist Org: http://t.co/eb10OPuq","Before",,0.26,,"Before","General-Islamic",,1,0
"9/27/12",06:00:00,"D","FrankLautenberg","Must read: #GOP #NJ mayors support closing gun show loophole &amp; Terror Gap. Putting the safety of #NJ over #NRA agenda. http://t.co/eKze8lxc",,,,,"After","General",,1,0
"9/27/12",14:03:13,"R","petehoekstra","Obama Administration clearly has misled America on Libyan attack.  These folks can't be trusted to fight terrorism!","After",,0.516,8,"After","General-Islamic",,1,0
"9/27/12",21:08:31,"R","petehoekstra","They knew it was the video but not that it was terrorism!","After",,0.516,8,"After","General-Islamic",,1,0
"9/28/12",14:50:16,"R","RepPeteKing","We were supposed 2 have learnd on 9/11 that we can no longer assume these attacks r criminal matters but are terrorism: http://t.co/Otw5k7DF","After",,0.26,,"After","General-Islamic",,1,0
"9/29/15",12:52:23,"R","RepDavidRouzer","Joined 33 colleagues to write Sec Carter re:reports of altered #ISIS intel reports from senior level #DoD staff on #Syria antiterror efforts","Before","ISIS DoD Syria",0.617,,"Before","General-Islamic",,1,0
"9/29/15",13:43:41,"R","JudgeTedPoe","Today's Terrorism Update:
The U.S. military launched an airstrike this morning in Kunduz to help clear the way... http://t.co/dAhlO5Vwys","Before",,0.594,,"Before","General-Islamic",,1,0
"9/29/15",13:58:21,"R","RepTomMacArthur","Shouldn't we all agree #NotOneCent for Iran until they compensate the victims of its state-sponsored terrorism?","Before","NotOneCent",0.208,,"Before","General-Iran",,1,0
"9/29/15",14:40:43,"R","RepLoudermilk","Press Conference to announce the findings of the Task Force on Combating Terrorism and Foreign Fighter Travel at 11: http://t.co/oG7XTgx935","Before",,0.675,,"Before","General",,1,0
"9/29/15",15:26:11,"R","RepRibble","#Iran shouldn't get $100 billion in sanctions relief--victims of its terrorism still await compensation. #NotOneCent https://t.co/BbFLTi8Tq3","Before","Iran NotOneCent",0.603,,"Before","General-Iran",,1,0
"9/29/15",18:04:35,"R","USRepDavidJolly","#NotOneCent for Iran until they compensate the victims of its state-sponsored terrorism. https://t.co/liNYAZf9kG","Before","NotOneCent",0.23,,"Before","General-Iran",,1,0
"9/29/15",18:32:05,"R","RepScottRigell","Proud of my friend @RepMeehan! #NotOneCent in sanctions relief until Iranian terror victims get their compensation. https://t.co/tawoRrk6jH","Before","NotOneCent",0.405,,"Before","General-Iran",,1,0
"9/29/15",19:45:37,"R","AnderCrenshaw","#NotOneCent in sanctions relief until victims of Iran-sponsored terrorism paid relief they are due. http://t.co/jdUinx5Hy0","Before","NotOneCent",0.633,,"Before","General-Iran",,1,0
"9/29/15",20:38:29,"R","RepWalorski","#NotOneCent for Iran until they compensate the victims of its state-sponsored terrorism http://t.co/XQV8DdOvMO","Before","NotOneCent",0.448,,"Before","General-Iran",,1,0
"9/29/15",21:39:40,"R","RepTomMarino","Proud cosponsor of @RepMeehan's, Justice for Victims of Iranian Terrorism Act -Ensures #NotOneCent of $43.5B in sanctions relief for #Iran","Before","NotOneCent Iran",0.481,,"Before","General-Iran",,1,0
"9/29/15",22:18:52,"R","RepErikPaulsen","#Notonecent to Iran until they pay the victims of their terror. $43 billion still needs to be paid.  http://t.co/mRw3s7u0m5","Before","Notonecent",0.406,,"Before","General-Iran",,1,0
"9/6/11",14:06:39,"D","BillOwensNY","Watertown Daily Times | 10th Mountain has been on front line of war against terrorism: http://t.co/2RIEBRp","After",,-0.182,12,"After","General",,1,0
"9/7/11",13:55:34,"D","RepJimMcDermott","Graphic: how Patriot ""sneak-and-peak"" warrants have been used. Only .8% of the time to investigate terror. http://t.co/qrXOhVG via @nymag","After",,-0.666,,"After","General",,1,0
