"congress","chamber","icpsr","state_icpsr","district_code","state_abbrev","party_code","occupancy","last_means","bioname","bioguide_id","born","died","nominate_dim1","nominate_dim2","nominate_log_likelihood","nominate_geo_mean_probability","nominate_number_of_votes","nominate_number_of_errors","conditional","nokken_poole_dim1","nokken_poole_dim2"
112,"House",20713,82,2,"HI",100,0,1,"HIRONO, Mazie","xH001042",1947,,-0.489,-0.085,-152.15914,0.88667,1265,56,,-0.48,-0.091
112,"House",21124,82,1,"HI",100,0,1,"HANABUSA, Colleen","xH001050",1951,,-0.369,0.007,-199.88409,0.86895,1423,82,,-0.388,0.044
112,"House",21125,63,1,"ID",200,0,1,"LABRADOR, Raúl R.","xL000573",1967,,0.728,-0.571,-233.77927,0.84333,1372,106,,0.707,-0.442
112,"House",29910,63,2,"ID",200,0,1,"SIMPSON, Michael K.","xS001148",1950,,0.293,0.278,-214.35049,0.85989,1420,79,,0.266,0.27
112,"House",15453,21,12,"IL",100,0,1,"COSTELLO, Jerry Francis","xC000794",1949,,-0.317,0.657,-517.30164,0.681,1348,231,,-0.302,0.506
112,"House",20116,21,15,"IL",200,0,1,"JOHNSON, Timothy V.","xJ000285",1946,,0.264,-0.52,-596.89026,0.644,1357,287,,0.398,-0.851
112,"House",20508,21,3,"IL",100,0,1,"LIPINSKI, Daniel","xL000563",1966,,-0.233,0.184,-458.28274,0.72301,1413,193,,-0.231,0.154
112,"House",20715,21,6,"IL",200,0,1,"ROSKAM, Peter","xR000580",1961,,0.433,0.035,-186.97794,0.87573,1409,73,,0.404,0.153
112,"House",20914,21,18,"IL",200,0,1,"SCHOCK, Aaron","xS001179",1981,,0.311,0.185,-221.02747,0.852,1375,97,,0.281,0.249
112,"House",20954,21,5,"IL",100,0,1,"QUIGLEY, Mike","xQ000023",1958,,-0.318,-0.299,-245.8101,0.84095,1419,93,,-0.304,-0.488
112,"House",21126,21,8,"IL",200,0,1,"WALSH, Joe","xW000811",1961,,0.708,-0.707,-246.91471,0.837,1390,103,,0.74,-0.636
112,"House",21127,21,10,"IL",200,0,1,"DOLD, Robert","xD000613",1969,,0.2,-0.199,-441.31963,0.732,1416,183,,0.212,-0.254
112,"House",21128,21,11,"IL",200,0,1,"KINZINGER, Adam","xK000378",1978,,0.269,0.315,-241.98652,0.8425,1412,107,,0.295,0.254
112,"House",21129,21,14,"IL",200,0,1,"HULTGREN, Randy","xH001059",1966,,0.49,-0.039,-223.43007,0.85535,1430,96,,0.483,-0.106
112,"House",21130,21,17,"IL",200,0,1,"SCHILLING, Bobby","xS001182",1964,,0.364,0.009,-293.24931,0.812,1411,138,,0.369,-0.041
112,"House",29346,21,1,"IL",100,0,1,"RUSH, Bobby L.","xR000515",1946,,-0.478,-0.204,-201.80865,0.8558,1296,87,,-0.559,-0.046
112,"House",29348,21,4,"IL",100,0,1,"GUTIÉRREZ, Luis V.","xG000535",1953,,-0.486,-0.261,-205.42898,0.85486,1310,70,,-0.449,-0.434
112,"House",29349,21,16,"IL",200,0,1,"MANZULLO, Donald A.","xM001138",1944,,0.51,0,-242.3032,0.837,1362,95,,0.535,-0.143
112,"House",29585,21,2,"IL",100,0,1,"JACKSON, Jesse L., Jr.","xJ000283",1965,,-0.538,-0.513,-118.4706,0.898,1096,54,,-0.582,-0.345
112,"House",29717,21,7,"IL",100,0,1,"DAVIS, Danny K.","xD000096",1941,,-0.486,-0.258,-208.67892,0.85599,1342,82,,-0.503,-0.121
112,"House",29718,21,19,"IL",200,0,1,"SHIMKUS, John M.","xS000364",1958,,0.371,0.135,-236.85115,0.84405,1397,106,,0.303,0.287
112,"House",29911,21,9,"IL",100,0,1,"SCHAKOWSKY, Janice D.","xS001145",1944,,-0.606,-0.265,-162.22379,0.89139,1411,74,,-0.655,-0.074
112,"House",29912,21,13,"IL",200,0,1,"BIGGERT, Judy Borg","xB001232",1937,,0.323,-0.372,-345.20194,0.784,1422,139,,0.238,-0.055
112,"House",15014,22,5,"IN",200,0,1,"BURTON, Danny Lee","xB001149",1938,,0.585,-0.026,-190.79715,0.864,1309,65,,0.616,-0.141
112,"House",15124,22,1,"IN",100,0,1,"VISCLOSKY, Peter","xV000108",1949,,-0.402,0.246,-372.86245,0.76442,1388,180,,-0.396,0.258
112,"House",20117,22,6,"IN",200,0,1,"PENCE, Mike","xP000587",1959,,0.655,0.088,-125.08277,0.911,1341,50,,0.621,0.181
112,"House",20717,22,2,"IN",100,0,1,"DONNELLY, Joe","xD000607",1955,,-0.119,0.434,-511.39996,0.68884,1372,244,,-0.178,0.563
112,"House",20757,22,7,"IN",100,0,1,"CARSON, André","xC001072",1974,,-0.426,0.059,-261.53389,0.82587,1367,106,,-0.411,0.078
112,"House",21100,22,3,"IN",200,0,1,"STUTZMAN, Marlin","xS001188",1976,,0.742,-0.119,-160.42843,0.892,1400,67,,0.752,-0.113
112,"House",21131,22,4,"IN",200,0,1,"ROKITA, Todd","xR000592",1970,,0.597,-0.16,-158.19428,0.89125,1374,67,,0.63,-0.071
112,"House",21132,22,8,"IN",200,0,1,"BUCSHON, Larry","xB001275",1962,,0.387,0.235,-142.35474,0.90506,1427,58,,0.399,0.271
112,"House",21133,22,9,"IN",200,0,1,"YOUNG, Todd","xY000064",1972,,0.486,0.062,-179.79064,0.88139,1424,75,,0.543,0.075
112,"House",20325,31,5,"IA",200,0,1,"KING, Steve","xK000362",1949,,0.618,0.26,-303.07948,0.80422,1391,102,,0.511,0.224
112,"House",20719,31,1,"IA",100,0,1,"BRALEY, Bruce","xB001259",1957,,-0.31,-0.205,-232.61418,0.842,1357,90,,-0.317,-0.303
112,"House",20720,31,2,"IA",100,0,1,"LOEBSACK, Dave","xL000565",1952,,-0.276,-0.039,-314.56638,0.79966,1407,137,,-0.276,0.007
112,"House",29522,31,4,"IA",200,0,1,"LATHAM, Thomas","xL000111",1948,,0.302,0.308,-252.0941,0.838,1425,102,,0.25,0.338
112,"House",29721,31,3,"IA",100,0,1,"BOSWELL, Leonard L.","xB000652",1934,,-0.238,0.289,-478.95433,0.714,1424,219,,-0.252,0.271
112,"House",20915,32,2,"KS",200,0,1,"JENKINS, Lynn","xJ000290",1963,,0.522,-0.001,-157.03372,0.89397,1401,69,,0.558,0.142
112,"House",21134,32,1,"KS",200,0,1,"HUELSKAMP, Tim","xH001057",1968,,0.744,-0.466,-244.9664,0.843,1431,104,,0.708,-0.285
112,"House",21135,32,3,"KS",200,0,1,"YODER, Kevin","xY000063",1976,,0.561,0.022,-198.52528,0.87029,1429,95,,0.59,0.022
112,"House",21136,32,4,"KS",200,0,1,"POMPEO, Mike","xP000602",1963,,0.66,0.164,-120.11222,0.91938,1429,44,,0.689,0.171
112,"House",14854,51,5,"KY",200,0,1,"ROGERS, Harold Dallas (Hal)","xR000395",1937,,0.332,0.089,-173.63497,0.8849,1420,66,,0.287,0.601
112,"House",20326,51,6,"KY",100,0,1,"CHANDLER, A. B. (Ben)","xC001058",1959,,-0.232,0.516,-470.2733,0.716,1407,236,,-0.2,0.434
112,"House",20511,51,4,"KY",200,1,1,"DAVIS, Geoffrey C. (Geoff)","xD000603",1958,,0.398,0.412,-200.34493,0.86,1324,85,,0.337,0.243
112,"House",20723,51,3,"KY",100,0,1,"YARMUTH, John","xY000062",1947,,-0.379,-0.262,-159.25799,0.8916,1388,61,,-0.396,-0.214
112,"House",20916,51,2,"KY",200,0,1,"GUTHRIE, Brett","xG000558",1964,,0.41,0.25,-151.86377,0.89884,1424,54,,0.394,0.188
112,"House",29525,51,1,"KY",200,0,1,"WHITFIELD, Wayne Edward (Ed)","xW000413",1943,,0.303,0.182,-213.52618,0.858,1398,84,,0.312,0.125
112,"House",31102,51,4,"KY",200,2,2,"MASSIE, Thomas","xM001184",1971,,0.659,-0.752,-14.03056,0.61643,29,8,,0.879,-0.477
112,"House",20514,45,7,"LA",200,0,1,"BOUSTANY, Charles W.","xB001255",1956,,0.392,0.308,-194.27829,0.871,1407,81,,0.471,0.207
112,"House",20759,45,1,"LA",200,0,1,"SCALISE, Steve","xS001176",1965,,0.561,0.122,-158.86945,0.89401,1418,53,,0.593,0.174
112,"House",20918,45,4,"LA",200,0,1,"FLEMING, John","xF000456",1951,,0.59,0.022,-153.34173,0.898,1426,57,,0.621,0.101
112,"House",20919,45,6,"LA",200,0,1,"CASSIDY, Bill","xC001075",1957,,0.451,-0.099,-226.8221,0.85072,1403,87,,0.455,-0.022
112,"House",21137,45,2,"LA",100,0,1,"RICHMOND, Cedric","xR000588",1973,,-0.476,0.323,-284.2193,0.81447,1385,118,,-0.469,0.299
112,"House",21138,45,3,"LA",200,0,1,"LANDRY, Jeff","xL000574",1970,,0.614,-0.112,-201.59879,0.861,1348,88,,0.61,-0.171
112,"House",90327,45,5,"LA",200,0,1,"ALEXANDER, Rodney","xA000361",1946,,0.331,0.408,-156.77595,0.894,1400,69,,0.29,0.364
112,"House",20328,2,2,"ME",100,0,1,"MICHAUD, Michael H.","xM001149",1955,,-0.283,-0.071,-403.33004,0.754,1426,173,,-0.236,-0.187
112,"House",20920,2,1,"ME",100,0,1,"PINGREE, Chellie","xP000597",1955,,-0.423,-0.411,-177.44973,0.88047,1394,68,,-0.434,-0.377
112,"House",14873,52,5,"MD",100,0,1,"HOYER, Steny Hamilton","xH000874",1939,,-0.38,0.116,-219.46437,0.85257,1376,85,,-0.41,0.152
112,"House",20329,52,2,"MD",100,0,1,"RUPPERSBERGER, C. A. (Dutch)","xR000576",1946,,-0.295,0.136,-291.31003,0.80945,1378,103,,-0.311,0.163
112,"House",20330,52,8,"MD",100,0,1,"VAN HOLLEN, Christopher","xV000128",1959,,-0.396,-0.176,-173.9347,0.88371,1407,74,,-0.39,-0.081
112,"House",20724,52,3,"MD",100,0,1,"SARBANES, John","xS001168",1962,,-0.468,-0.083,-168.21373,0.8888,1427,89,,-0.476,-0.053
112,"House",20763,52,4,"MD",100,0,1,"EDWARDS, Donna F.","xE000290",1958,,-0.562,-0.294,-172.40265,0.886,1418,74,,-0.56,-0.256
112,"House",21139,52,1,"MD",200,0,1,"HARRIS, Andy","xH001052",1957,,0.605,-0.307,-412.6113,0.74845,1424,159,,0.534,-0.383
112,"House",29356,52,6,"MD",200,0,1,"BARTLETT, Roscoe Gardner","xB000208",1926,,0.493,-0.091,-390.64968,0.757,1404,149,,0.424,-0.287
112,"House",29587,52,7,"MD",100,0,1,"CUMMINGS, Elijah Eugene","xC000984",1951,,-0.438,-0.153,-186.59852,0.87588,1408,84,,-0.495,-0.057
112,"House",14435,3,7,"MA",100,0,1,"MARKEY, Edward John","xM000133",1946,,-0.502,-0.429,-139.5667,0.90486,1396,65,,-0.535,-0.399
112,"House",14824,3,4,"MA",100,0,1,"FRANK, Barney","xF000339",1940,,-0.499,-0.534,-224.92067,0.85,1382,73,,-0.407,-0.532
112,"House",15616,3,2,"MA",100,0,1,"NEAL, Richard Edmund","xN000015",1949,,-0.416,-0.115,-144.75632,0.89673,1328,54,,-0.438,-0.257
112,"House",20119,3,9,"MA",100,0,1,"LYNCH, Stephen F.","xL000562",1955,,-0.352,0.033,-330.28981,0.79077,1407,144,,-0.339,-0.056
112,"House",20754,3,5,"MA",100,0,1,"TSONGAS, Nicola S. (Niki)","xT000465",1946,,-0.396,-0.199,-183.37827,0.87514,1375,79,,-0.353,-0.214
112,"House",21140,3,10,"MA",100,0,1,"KEATING, William R.","xK000375",1952,,-0.329,-0.143,-235.00797,0.84557,1401,116,,-0.345,-0.238
112,"House",29123,3,1,"MA",100,0,1,"OLVER, John Walter","xO000085",1936,,-0.577,-0.207,-147.69865,0.892,1295,63,,-0.601,-0.257
112,"House",29729,3,3,"MA",100,0,1,"McGOVERN, James P.","xM000312",1959,,-0.538,-0.299,-144.58029,0.90358,1426,72,,-0.507,-0.464
112,"House",29730,3,6,"MA",100,0,1,"TIERNEY, John F.","xT000266",1951,,-0.488,-0.433,-165.07451,0.889,1402,71,,-0.455,-0.363
112,"House",29919,3,8,"MA",100,0,1,"CAPUANO, Michael Everett","xC001037",1952,,-0.58,-0.082,-178.21675,0.88063,1402,87,,-0.562,-0.251
112,"House",2605,23,15,"MI",100,0,1,"DINGELL, John David, Jr.","xD000355",1926,,-0.448,0.313,-249.71431,0.835,1384,113,,-0.431,0.313
112,"House",10713,23,14,"MI",100,0,1,"CONYERS, John, Jr.","xC000714",1929,,-0.658,-0.512,-201.91859,0.86231,1363,81,,-0.569,-0.424
112,"House",14430,23,5,"MI",100,0,1,"KILDEE, Dale Edward","xK000172",1929,,-0.385,0.011,-202.06503,0.868,1423,64,,-0.466,0.194
112,"House",15033,23,12,"MI",100,0,1,"LEVIN, Sander Martin","xL000263",1931,,-0.378,-0.092,-176.53202,0.88394,1431,67,,-0.388,0.015
112,"House",15446,23,6,"MI",200,0,1,"UPTON, Frederick Stephen","xU000031",1953,,0.339,-0.4,-291.94499,0.8158,1434,102,,0.408,-0.272
112,"House",20120,23,8,"MI",200,0,1,"ROGERS, Mike","xR000572",1963,,0.4,0.098,-170.54424,0.887,1418,64,,0.426,0.223
112,"House",20331,23,10,"MI",200,0,1,"MILLER, Candice S.","xM001150",1954,,0.343,-0.001,-282.56851,0.821,1432,121,,0.435,-0.232
112,"House",20332,23,11,"MI",200,1,1,"McCOTTER, Thaddeus George","xM001147",1965,,0.335,0.012,-255.47863,0.809,1206,113,,0.36,0.003
112,"House",20725,23,7,"MI",200,0,1,"WALBERG, Tim","xW000798",1951,,0.527,0.046,-195.41864,0.8716,1422,77,,0.569,-0.042
112,"House",20923,23,9,"MI",100,0,1,"PETERS, Gary C.","xP000595",1958,,-0.235,-0.21,-379.96092,0.76007,1385,168,,-0.271,-0.264
112,"House",21141,23,1,"MI",200,0,1,"BENISHEK, Dan","xB001271",1952,,0.491,-0.15,-274.7757,0.825,1426,131,,0.592,-0.367
112,"House",21142,23,2,"MI",200,0,1,"HUIZENGA, Bill","xH001058",1969,,0.636,-0.07,-184.33183,0.87737,1409,83,,0.651,-0.229
112,"House",21143,23,3,"MI",200,0,1,"AMASH, Justin","xA000367",1980,,0.652,-0.758,-443.25323,0.72762,1394,216,,0.821,-0.571
112,"House",21145,23,13,"MI",100,0,1,"CLARKE, Hansen","xC001085",1957,,-0.478,-0.192,-153.9563,0.898,1424,66,,-0.469,-0.221
112,"House",29124,23,4,"MI",200,0,1,"CAMP, David Lee","xC000071",1953,,0.385,-0.048,-202.67203,0.867,1421,77,,0.393,0.001
112,"House",31100,23,11,"MI",100,2,2,"CURSON, David Alan","xC001089",1948,,-0.409,0.81,-3.95402,0.873,29,2,,-0.416,0.83
112,"House",20122,33,4,"MN",100,0,1,"McCOLLUM, Betty","xM001143",1954,,-0.419,-0.187,-182.67761,0.87405,1357,74,,-0.425,-0.143
112,"House",20333,33,2,"MN",200,0,1,"KLINE, John","xK000363",1947,,0.49,0.154,-146.37568,0.903,1433,43,,0.511,0.241
112,"House",20726,33,1,"MN",100,0,1,"WALZ, Tim","xW000799",1964,,-0.275,0.131,-335.73412,0.78812,1410,141,,-0.289,0.219
112,"House",20727,33,5,"MN",100,0,1,"ELLISON, Keith","xE000288",1963,,-0.541,-0.575,-140.4242,0.89828,1309,46,,-0.522,-0.54
112,"House",20728,33,6,"MN",200,0,1,"BACHMANN, Michele","xB001256",1956,,0.584,-0.03,-205.16136,0.832,1113,76,,0.624,-0.19
112,"House",20924,33,3,"MN",200,0,1,"PAULSEN, Erik","xP000594",1965,,0.406,-0.188,-261.87862,0.83115,1416,96,,0.412,-0.2
112,"House",21146,33,8,"MN",200,0,1,"CRAVAACK, Chip","xC001086",1959,,0.366,0.144,-240.99513,0.844,1425,107,,0.365,0.148
112,"House",29127,33,7,"MN",100,0,1,"PETERSON, Collin Clark","xP000258",1944,,-0.147,0.713,-606.16101,0.64898,1402,266,,-0.147,0.76
112,"House",20925,46,3,"MS",200,0,1,"HARPER, Gregg","xH001045",1956,,0.384,0.482,-153.20262,0.89813,1426,68,,0.354,0.548
112,"House",21147,46,1,"MS",200,0,1,"NUNNELEE, Alan","xN000186",1958,2015,0.488,0.574,-154.09511,0.895,1395,66,,0.484,0.399
112,"House",21148,46,4,"MS",200,0,1,"PALAZZO, Steven","xP000601",1970,,0.492,0.515,-145.61287,0.90273,1423,64,,0.457,0.585
112,"House",29368,46,2,"MS",100,0,1,"THOMPSON, Bennie","xT000193",1948,,-0.515,0.404,-272.14789,0.8209,1379,135,,-0.546,0.451
112,"House",20123,34,2,"MO",200,0,1,"AKIN, W. Todd","xA000358",1947,,0.612,0.235,-128.91502,0.898,1198,51,,0.561,0.152
112,"House",20124,34,6,"MO",200,0,1,"GRAVES, Samuel","xG000546",1963,,0.432,0.158,-209.26602,0.8593,1380,89,,0.493,0.214
112,"House",20147,34,1,"MO",100,0,1,"CLAY, William Lacy, Jr.","xC001049",1956,,-0.481,-0.077,-197.35252,0.86593,1371,84,,-0.519,-0.165
112,"House",20516,34,3,"MO",100,0,1,"CARNAHAN, Russ","xC001060",1958,,-0.347,-0.005,-188.89602,0.874,1397,66,,-0.387,0.011
112,"House",20517,34,5,"MO",100,0,1,"CLEAVER, Emanuel, II","xC001061",1944,,-0.454,0.014,-227.55576,0.84727,1373,91,,-0.46,-0.032
112,"House",20926,34,9,"MO",200,0,1,"LUETKEMEYER, Blaine","xL000569",1952,,0.445,0.24,-152.68108,0.89873,1430,53,,0.459,0.476
112,"House",21149,34,4,"MO",200,0,1,"HARTZLER, Vicky","xH001053",1960,,0.497,0.373,-195.76213,0.87037,1410,76,,0.509,0.221
112,"House",21150,34,7,"MO",200,0,1,"LONG, Billy","xL000576",1955,,0.555,0.305,-194.98849,0.86894,1388,78,,0.62,0.262
112,"House",29736,34,8,"MO",200,0,1,"EMERSON, Jo Ann","xE000172",1950,,0.269,0.274,-253.72397,0.833,1389,113,,0.295,0.117
112,"House",20125,64,1,"MT",200,0,1,"REHBERG, Denny","xR000571",1955,,0.337,0.244,-243.05497,0.844,1429,101,,0.309,0.189
112,"House",20518,35,1,"NE",200,0,1,"FORTENBERRY, Jeff","xF000449",1960,,0.3,-0.066,-351.81213,0.77695,1394,139,,0.293,-0.2
112,"House",20729,35,3,"NE",200,0,1,"SMITH, Adrian","xS001172",1970,,0.509,0.185,-166.24717,0.88981,1424,71,,0.495,0.331
112,"House",29921,35,2,"NE",200,0,1,"TERRY, Lee Raymond","xT000459",1962,,0.426,-0.067,-320.70919,0.798,1419,145,,0.407,-0.1
112,"House",20730,65,2,"NV",200,1,1,"HELLER, Dean","xH001041",1960,,0.464,-0.472,-65.61275,0.78909,277,27,,0.711,-0.703
112,"House",21151,65,3,"NV",200,0,1,"HECK, Joe","xH001055",1961,,0.324,0.014,-321.85278,0.799,1433,139,,0.308,0.024
112,"House",21196,65,2,"NV",200,2,2,"AMODEI, Mark E.","xA000369",1958,,0.377,0.183,-106.40985,0.86522,735,43,,0.447,-0.035
112,"House",29922,65,1,"NV",100,0,1,"BERKLEY, Shelley","xB001231",1951,,-0.302,0.024,-306.58093,0.805,1410,116,,-0.288,0.056
112,"House",21152,4,1,"NH",200,0,1,"GUINTA, Frank","xG000570",1970,,0.433,0.164,-175.63493,0.882,1396,75,,0.433,0.074
112,"House",29538,4,2,"NH",200,0,1,"BASS, Charles Foster","xB000220",1952,,0.331,-0.556,-428.01426,0.738,1408,207,,0.257,-0.377
112,"House",14863,12,4,"NJ",200,0,1,"SMITH, Christopher Henry","xS000522",1953,,0.16,-0.174,-386.4302,0.76073,1413,170,,0.228,-0.277
112,"House",15454,12,6,"NJ",100,0,1,"PALLONE, Frank, Jr.","xP000034",1951,,-0.403,-0.159,-166.47229,0.89011,1430,72,,-0.519,-0.225
112,"House",15619,12,10,"NJ",100,1,1,"PAYNE, Donald Milford","xP000149",1934,2012,-0.592,-0.547,-80.02229,0.906,815,38,,-0.602,-0.535
112,"House",20336,12,5,"NJ",200,0,1,"GARRETT, Scott","xG000548",1959,,0.688,-0.243,-196.80116,0.87,1409,91,,0.742,-0.244
112,"House",20542,12,13,"NJ",100,0,1,"SIRES, Albio","xS001165",1951,,-0.403,0.091,-210.31219,0.85893,1383,96,,-0.413,0.119
112,"House",20929,12,7,"NJ",200,0,1,"LANCE, Leonard","xL000567",1952,,0.333,-0.23,-336.01566,0.79098,1433,147,,0.337,-0.259
112,"House",21153,12,3,"NJ",200,0,1,"RUNYAN, Jon","xR000594",1973,,0.222,0.089,-237.40857,0.846,1418,82,,0.228,0.115
112,"House",29132,12,1,"NJ",100,0,1,"ANDREWS, Robert Ernest","xA000210",1957,,-0.297,-0.119,-269.69375,0.823,1384,116,,-0.411,0.092
112,"House",29539,12,2,"NJ",200,0,1,"LoBIONDO, Frank A.","xL000554",1946,,0.211,-0.229,-434.56857,0.73856,1434,207,,0.226,-0.274
112,"House",29541,12,11,"NJ",200,0,1,"FRELINGHUYSEN, Rodney P.","xF000372",1946,,0.291,-0.27,-273.47249,0.81351,1325,108,,0.246,0.1
112,"House",29741,12,8,"NJ",100,0,1,"PASCRELL, William J., Jr.","xP000096",1937,,-0.366,0.002,-186.49664,0.86935,1332,82,,-0.429,0.105
112,"House",29742,12,9,"NJ",100,0,1,"ROTHMAN, Steven","xR000462",1952,,-0.352,-0.092,-188.17851,0.87,1355,77,,-0.394,0.08
112,"House",29923,12,12,"NJ",100,0,1,"HOLT, Rush","xH001032",1948,,-0.463,-0.33,-172.99068,0.886,1425,61,,-0.482,-0.334
112,"House",31103,12,10,"NJ",100,2,2,"PAYNE, Donald, Jr.","xP000604",1958,,-0.516,-0.11,-2.72803,0.9039,27,0,,-0.43,-0.374
112,"House",20337,66,2,"NM",200,0,1,"PEARCE, Stevan","xP000588",1947,,0.47,0.068,-269.57559,0.82462,1398,121,,0.502,0.034
112,"House",20930,66,1,"NM",100,0,1,"HEINRICH, Martin","xH001046",1971,,-0.297,-0.023,-302.94823,0.80044,1361,114,,-0.287,-0.019
112,"House",20932,66,3,"NM",100,0,1,"LUJÁN, Ben Ray","xL000570",1972,,-0.369,0.023,-239.31738,0.84318,1403,100,,-0.342,-0.032
112,"House",13035,13,15,"NY",100,0,1,"RANGEL, Charles B.","xR000053",1930,,-0.514,-0.341,-165.79793,0.869,1182,75,,-0.479,-0.188
112,"House",15000,13,5,"NY",100,0,1,"ACKERMAN, Gary Leonard","xA000022",1942,,-0.429,-0.165,-218.71898,0.848,1323,97,,-0.429,0.081
112,"House",15072,13,10,"NY",100,0,1,"TOWNS, Edolphus","xT000326",1934,,-0.519,-0.132,-185.75804,0.868,1307,75,,-0.53,-0.058
112,"House",15444,13,28,"NY",100,0,1,"SLAUGHTER, Louise McIntosh","xS000480",1929,,-0.465,-0.104,-128.88375,0.89319,1141,60,,-0.483,-0.261
112,"House",15603,13,17,"NY",100,0,1,"ENGEL, Eliot Lance","xE000179",1947,,-0.408,-0.087,-236.30742,0.83866,1343,97,,-0.426,0.141
112,"House",15612,13,18,"NY",100,0,1,"LOWEY, Nita M.","xL000480",1937,,-0.388,-0.157,-180.13292,0.87902,1397,87,,-0.385,0.012
112,"House",20129,13,2,"NY",100,0,1,"ISRAEL, Steve","xI000057",1958,,-0.334,-0.051,-212.79055,0.86,1413,86,,-0.394,0.1
112,"House",20338,13,1,"NY",100,0,1,"BISHOP, Timothy H.","xB001242",1950,,-0.338,-0.05,-235.4931,0.843,1383,96,,-0.338,-0.048
112,"House",20519,13,27,"NY",100,0,1,"HIGGINS, Brian","xH001038",1959,,-0.346,-0.03,-230.57381,0.84895,1408,88,,-0.329,-0.031
112,"House",20733,13,11,"NY",100,0,1,"CLARKE, Yvette Diane","xC001067",1964,,-0.614,-0.199,-158.79901,0.89115,1378,76,,-0.646,-0.182
112,"House",20934,13,21,"NY",100,0,1,"TONKO, Paul","xT000469",1949,,-0.425,-0.255,-165.24579,0.89051,1425,60,,-0.418,-0.303
112,"House",20936,13,26,"NY",200,1,1,"LEE, Christopher John","xL000568",1964,,0.313,0.16,,,,,,0.47,0.878
112,"House",20957,13,23,"NY",100,0,1,"OWENS, William","xO000169",1949,,-0.182,0.409,-582.44831,0.659,1398,274,,-0.171,0.342
112,"House",21101,13,29,"NY",200,0,1,"REED, Thomas W. II","xR000585",1971,,0.295,0.09,-308.41674,0.80477,1420,132,,0.347,0.001
112,"House",21154,13,13,"NY",200,0,1,"GRIMM, Michael G.","xG000569",1970,,0.219,0.136,-278.69979,0.821,1411,115,,0.236,0.137
112,"House",21155,13,19,"NY",200,0,1,"HAYWORTH, Nan","xH001054",1959,,0.282,-0.182,-360.58358,0.776,1424,151,,0.286,-0.208
112,"House",21156,13,20,"NY",200,0,1,"GIBSON, Christopher","xG000564",1964,,0.203,-0.455,-615.20738,0.65,1427,305,,0.233,-0.529
112,"House",21157,13,24,"NY",200,0,1,"HANNA, Richard","xH001051",1951,,0.215,-0.145,-417.08572,0.741,1390,181,,0.238,-0.197
112,"House",21158,13,25,"NY",200,0,1,"BUERKLE, Ann Marie","xB001276",1951,,0.579,0.253,-157.14503,0.894,1407,68,,0.57,0.133
112,"House",21194,13,26,"NY",100,2,2,"HOCHUL, Kathleen C.","xH001062",1958,,-0.239,0.317,-382.73427,0.701,1077,158,,-0.219,0.232
112,"House",21197,13,9,"NY",200,2,2,"TURNER, Robert L.","xT000471",1941,,0.281,0.302,-100.34413,0.875,753,32,,0.283,0.242
112,"House",29134,13,16,"NY",100,0,1,"SERRANO, José E.","xS000248",1943,,-0.491,-0.385,-155.9929,0.89506,1407,63,,-0.511,-0.35
112,"House",29375,13,3,"NY",200,0,1,"KING, Peter T.","xK000210",1944,,0.26,-0.033,-267.83762,0.82666,1407,98,,0.227,0.227
112,"House",29377,13,8,"NY",100,0,1,"NADLER, Jerrold Lewis","xN000002",1947,,-0.509,-0.51,-145.01303,0.89865,1357,63,,-0.502,-0.461
112,"House",29378,13,12,"NY",100,0,1,"VELÁZQUEZ, Nydia M.","xV000081",1953,,-0.547,-0.338,-148.14319,0.89672,1359,69,,-0.537,-0.401
112,"House",29379,13,14,"NY",100,0,1,"MALONEY, Carolyn Bosher","xM000087",1946,,-0.386,-0.28,-179.0781,0.87888,1387,77,,-0.389,-0.364
112,"House",29380,13,22,"NY",100,0,1,"HINCHEY, Maurice Dunlea","xH000627",1938,,-0.575,-0.007,-160.82802,0.872,1178,69,,-0.559,0.047
112,"House",29744,13,4,"NY",100,0,1,"McCARTHY, Carolyn","xM000309",1944,,-0.294,-0.04,-246.12083,0.833,1343,86,,-0.317,0.08
112,"House",29776,13,6,"NY",100,0,1,"MEEKS, Gregory W.","xM001137",1953,,-0.413,-0.072,-193.2912,0.86024,1284,80,,-0.435,0.03
112,"House",29925,13,7,"NY",100,0,1,"CROWLEY, Joseph","xC001038",1962,,-0.411,-0.073,-172.78003,0.88224,1379,69,,-0.412,-0.172
112,"House",29926,13,9,"NY",100,1,1,"WEINER, Anthony D.","xW000792",1964,,-0.408,-0.371,-64.57824,0.843,379,32,,-0.404,-0.568
112,"House",15092,47,6,"NC",200,0,1,"COBLE, Howard","xC000556",1931,2015,0.52,-0.081,-274.73379,0.809,1293,111,,0.495,-0.275
112,"House",15438,47,4,"NC",100,0,1,"PRICE, David Eugene","xP000523",1940,,-0.342,-0.028,-192.33731,0.87374,1425,76,,-0.43,-0.026
112,"House",20340,47,1,"NC",100,0,1,"BUTTERFIELD, George Kenneth, Jr. (G.K.)","xB001251",1947,,-0.403,0.19,-252.26053,0.82864,1342,84,,-0.389,0.213
112,"House",20341,47,13,"NC",100,0,1,"MILLER, Brad","xM001154",1953,,-0.376,0.063,-224.07065,0.854,1423,91,,-0.444,0.171
112,"House",20521,47,5,"NC",200,0,1,"FOXX, Virginia Ann","xF000450",1943,,0.642,0.146,-244.79045,0.84277,1431,102,,0.682,0.08
